NutNet_Litter_Bag_No,String,Init_Litter_Mass_g,Site_Text,Trt,Date_Sent,Date_Deployed,Collection_Date,Lab_Arrival_Date,Days_Since_Deployment,Fin_Litter_Mass_g,Prop_Init_Mass,Notes,Carbon_Perc,Nitrogen_perc,Carbon_Rerun_Perc,Nitrogen_Rerun_Perc,Carbon_Used_Perc,Nitrogen_Used_Perc,Init_Crucible_Mass_g,Crucible_Plus_Sample_g,Ashed_Crucible_Sample_g,Initial_Ashed_Sample_Mass_g,Ash_Mass_g,Perc_AFDM,Perc_C_pred_from_AFDM,Init_C_Mass_g,Plot,Fin_C_Mass_g,Prop_Init_C_Mass,Yrs_Since_Deployment,Harvest_No,Init_N_Mass_g,Fin_N_Mass_g,Prop_Init_N_Mass,
2344,12,10.008,Lookout - Andrews LTER ,K,11/24/09,7/29/10,7/30/11,8/4/11,366,8.13,0.8124,Changed from Hastings UCNRS ,50.61,1.157,,,50.61,1.157,17.144,17.6,17.166,0.456,0.022,95.1754386,48.52310175,4.84066944,12,4.114593,0.850004953,1.003,1,0.09277416,0.0940641,1.013904087,
2351,13,9.993,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,7/30/11,8/4/11,366,8.41,0.8416,Changed from Hastings UCNRS. One corner chewed open,50.576,1.152,,,50.576,1.152,18.442,18.848,18.463,0.406,0.021,94.82758621,48.34850013,4.83341424,13,4.2534416,0.880007669,1.003,1,0.09263511,0.0968832,1.045858314,
2358,14,9.993,Lookout - Andrews LTER ,P,11/24/09,7/29/10,7/30/11,8/4/11,366,9.15,0.9156,Changed from Hastings UCNRS ,48.878,1.109,,,48.878,1.109,16.305,16.73,16.332,0.425,0.027,93.64705882,47.75594421,4.83341424,14,4.472337,0.925295615,1.003,1,0.09263511,0.1014735,1.095410801,
2365,15,9.999,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,7/30/11,8/4/11,366,8.55,0.8551,Changed from Hastings UCNRS ,47.305,1.271,,,47.305,1.271,17.685,18.131,17.713,0.446,0.028,93.72197309,47.7935468,4.83631632,15,4.0445775,0.836293003,1.003,1,0.09269073,0.1086705,1.172398793,
2372,16,10.012,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,7/30/11,8/4/11,366,8.34,0.833,Changed from Hastings UCNRS. One end chewed open,49.445,1.086,,,49.445,1.086,17.039,17.517,17.058,0.478,0.019,96.0251046,48.94958455,4.84260416,16,4.123713,0.851548643,1.003,1,0.09281124,0.0905724,0.975877491,
2379,17,10.016,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,7/30/11,8/4/11,366,8.75,0.8736,"Changed from Hastings UCNRS. Holes chewed in a couple of places, but doesn't seem to interfere with litter",50.267,1.261,,,50.267,1.261,17.307,17.886,17.3333,0.579,0.0263,95.45768566,48.66477332,4.84453888,17,4.3983625,0.907901166,1.003,1,0.09284832,0.1103375,1.188362913,
2386,18,10.011,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,7/30/11,8/4/11,366,8.91,0.89,Changed from Hastings UCNRS ,49.504,1.257,,,49.504,1.257,17.232,17.804,17.261,0.572,0.029,94.93006993,48.39994098,4.84212048,18,4.4108064,0.910924546,1.003,1,0.09280197,0.1119987,1.206856923,
2393,19,10.017,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,7/30/11,8/4/11,366,8.79,0.8775,Changed from Hastings UCNRS ,49.239,1.18,,,49.239,1.18,17.194,17.744,17.223,0.55,0.029,94.72727273,48.29814861,4.84502256,19,4.3281081,0.893310206,1.003,1,0.09285759,0.103722,1.117000775,
2400,20,10.013,Lookout - Andrews LTER ,N,11/24/09,7/29/10,7/30/11,8/4/11,366,8.25,0.8239,Changed from Hastings UCNRS ,49.585,1.304,,,49.585,1.304,17.248,17.8,17.278,0.552,0.03,94.56521739,48.21680628,4.84308784,20,4.0907625,0.844659985,1.003,1,0.09282051,0.10758,1.159011085,
2407,21,10.004,Lookout - Andrews LTER ,P,11/24/09,7/29/10,7/30/11,8/4/11,366,8.65,0.8647,Changed from Hastings UCNRS ,48.814,1.093,,,48.814,1.093,17.292,17.694,17.314,0.402,0.022,94.52736318,48.19780567,4.83873472,21,4.222411,0.87262709,1.003,1,0.09273708,0.0945445,1.019489723,
2414,22,10.011,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,7/30/11,8/4/11,366,9.63,0.9619,Changed from Hastings UCNRS ,47.645,1.266,,,47.645,1.266,17.728,18.238,17.768,0.51,0.04,92.15686275,47.00795265,4.84212048,22,4.5882135,0.947562854,1.003,1,0.09280197,0.1219158,1.313719957,
2421,23,10.012,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,7/30/11,8/4/11,366,8.74,0.873,Changed from Hastings UCNRS. Chewed.,48.667,1.142,,,48.667,1.142,17.738,18.176,17.759,0.438,0.021,95.20547945,48.53818051,4.84260416,23,4.2534958,0.878348851,1.003,1,0.09281124,0.0998108,1.075417159,
2428,24,10.009,Lookout - Andrews LTER ,K,11/24/09,7/29/10,7/30/11,8/4/11,366,8.6,0.8592,Changed from Hastings UCNRS ,49.308,1.279,,,49.308,1.279,17.288,17.801,17.316,0.513,0.028,94.54191033,48.20510749,4.84115312,24,4.240488,0.875925197,1.003,1,0.09278343,0.109994,1.185491849,
2435,25,10.013,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,7/30/11,8/4/11,366,8.71,0.8699,Changed from Hastings UCNRS ,49.501,1.296,,,49.501,1.296,17.194,17.692,17.216,0.498,0.022,95.58232932,48.72733717,4.84308784,25,4.3115371,0.890245489,1.003,1,0.09282051,0.1128816,1.216127772,
2442,26,10.009,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,7/30/11,8/4/11,366,8.91,0.8902,Changed from Hastings UCNRS ,48.927,1.119,,,48.927,1.119,17.318,17.721,17.34,0.403,0.022,94.54094293,48.20462191,4.84115312,26,4.3593957,0.900487052,1.003,1,0.09278343,0.0997029,1.07457657,
2443,27,10.014,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,7/30/11,8/4/11,366,8.91,0.8898,Changed from Hastings UCNRS ,50.024,1.174,,,50.024,1.174,17.167,17.591,17.187,0.424,0.02,95.28301887,48.57710077,4.84357152,27,4.4571384,0.920217319,1.003,1,0.09282978,0.1046034,1.126830205,
2450,28,9.997,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,7/30/11,8/4/11,366,8.4,0.8403,Changed from Hastings UCNRS. 2 holes chewed in bag,51.788,1.662,,,51.788,1.662,17.402,17.869,17.423,0.467,0.021,95.50321199,48.68762488,4.83534896,28,4.350192,0.89966454,1.003,1,0.09267219,0.139608,1.506471359,
2463,29,10.005,Lookout - Andrews LTER ,N,11/24/09,7/29/10,7/30/11,8/4/11,366,8.19,0.8186,Changed from Hastings UCNRS ,49.777,1.735,,,49.777,1.735,17.38,17.794,17.401,0.414,0.021,94.92753623,48.39866921,4.8392184,29,4.0767363,0.842436932,1.003,1,0.09274635,0.1420965,1.532098029,
2470,30,10.018,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,7/30/11,8/4/11,366,8.95,0.8934,Changed from Hastings UCNRS ,49.286,1.948,,,49.286,1.948,17.322,17.726,17.346,0.404,0.024,94.05940594,47.96291842,4.84550624,30,4.411097,0.910348018,1.003,1,0.09286686,0.174346,1.877375848,
2266,1,10.005,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,8/10/12,8/29/12,743,7.449,0.7445,Changed from Hastings UCNRS ,44.085,2.57,,,44.085,2.57,17.228,17.754,17.279,0.526,0.051,90.30418251,46.07801519,4.8392184,1,3.28389165,0.678599596,2.036,2,0.09274635,0.1914393,2.064116809,
2273,2,10.009,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,8/10/12,8/29/12,743,6.894,0.6888,Changed from Hastings UCNRS ,47.824,2.382,,,47.824,2.382,17.086,17.552,17.126,0.466,0.04,91.41630901,46.63623785,4.84115312,2,3.29698656,0.681033315,2.036,2,0.09278343,0.16421508,1.769875074,
2280,3,10.006,Lookout - Andrews LTER ,P,11/24/09,7/29/10,8/10/12,8/29/12,743,9.63,0.9624,Changed from Hastings UCNRS ,39.104,1.449,,,39.104,1.449,17.201,17.724,17.343,0.523,0.142,72.84894837,37.31650529,4.83970208,3,3.7657152,0.778088225,2.036,2,0.09275562,0.1395387,1.504369223,
2287,4,10.008,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,8/10/12,8/29/12,743,7.943,0.7937,Changed from Hastings UCNRS ,48.374,1.488,,,48.374,1.488,17.457,17.868,17.485,0.411,0.028,93.18734793,47.52519614,4.84066944,4,3.84234682,0.793763521,2.036,2,0.09277416,0.11819184,1.273973701,
2291,5,10.009,Lookout - Andrews LTER ,N,11/24/09,7/29/10,8/10/12,8/29/12,743,7.28,0.7273,Changed from Hastings UCNRS ,44.04,1.665,,,44.04,1.665,17.488,17.855,17.517,0.367,0.029,92.09809264,46.97845349,4.84115312,5,3.206112,0.662262052,2.036,2,0.09278343,0.121212,1.306397058,
2301,6,10.007,Lookout - Andrews LTER ,K,11/24/09,7/29/10,8/10/12,8/29/12,743,8.15,0.8144,Changed from Hastings UCNRS ,46.048,1.381,,,46.048,1.381,17.319,17.645,17.34,0.326,0.021,93.55828221,47.71138352,4.84018576,6,3.752912,0.775365283,2.036,2,0.09276489,0.1125515,1.21329848,
2308,7,10.004,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,8/10/12,8/29/12,743,8.115,0.8112,Changed from Hastings UCNRS ,45.993,1.442,,,45.993,1.442,17.743,18.168,17.883,0.425,0.14,67.05882353,34.41020018,4.83873472,7,3.73233195,0.771344611,2.036,2,0.09273708,0.1170183,1.261828602,
2315,8,10.006,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,8/10/12,8/29/12,743,8.575,0.857,Changed from Hastings UCNRS ,41.414,1.718,,,41.414,1.718,17.105,17.506,17.151,0.401,0.046,88.5286783,45.18681559,4.83970208,8,3.5512505,0.733774609,2.036,2,0.09275562,0.1473185,1.588243386,
2322,9,10.002,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,8/10/12,8/29/12,743,9.077,0.9075,Changed from Hastings UCNRS ,38.455,1.599,,,38.455,1.599,17.469,17.91,17.56,0.441,0.091,79.36507937,40.58722316,4.83776736,9,3.49056035,0.721522986,2.036,2,0.09271854,0.14514123,1.565395982,
2329,10,10.001,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,8/10/12,8/29/12,743,8.405,0.8404,Changed from Hastings UCNRS ,41.068,1.593,,,41.068,1.593,17.209,17.712,17.32,0.503,0.111,77.93240557,39.86810444,4.83728368,10,3.4517654,0.713575144,2.036,2,0.09270927,0.13389165,1.444209948,
2336,11,10.002,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,8/10/12,8/29/12,743,8.23,0.8228,Changed from Hastings UCNRS ,40.681,1.352,,,40.681,1.352,17.587,18.036,17.663,0.449,0.076,83.07349666,42.44863244,4.83776736,11,3.3480463,0.692064345,2.036,2,0.09271854,0.1112696,1.200079294,
2340,12,10.007,Lookout - Andrews LTER ,K,11/24/09,7/29/10,8/10/12,8/29/12,743,7.925,0.7919,Changed from Hastings UCNRS ,47.519,1.477,,,47.519,1.477,17.302,17.65,17.325,0.348,0.023,93.3908046,47.62731952,4.84018576,12,3.76588075,0.778044674,2.036,2,0.09276489,0.11705225,1.261816297,
2348,13,10.004,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,8/10/12,8/29/12,743,7.814,0.7811,Changed from Hastings UCNRS ,47.35,1.729,,,47.35,1.729,16.974,17.333,17,0.359,0.026,92.75766017,47.30951793,4.83873472,13,3.699929,0.764648036,2.036,2,0.09273708,0.13510406,1.456850485,
2357,14,10,Lookout - Andrews LTER ,P,11/24/09,7/29/10,8/10/12,8/29/12,743,7.778,0.7778,Changed from Hastings UCNRS ,46.798,1.582,,,46.798,1.582,17.072,17.44,17.101,0.368,0.029,92.11956522,46.98923147,4.8368,14,3.63994844,0.752553019,2.036,2,0.0927,0.12304796,1.327378209,
2364,15,9.999,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,8/10/12,8/29/12,743,8.942,0.8943,Changed from Hastings UCNRS ,32.633,1.468,,,32.633,1.468,17.348,17.784,17.437,0.436,0.089,79.58715596,40.69869266,4.83631632,15,2.91804286,0.60336063,2.036,2,0.09269073,0.13126856,1.416199441,
2371,16,10.017,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,8/10/12,8/29/12,743,8.121,0.8107,Changed from Hastings UCNRS ,44.739,1.384,,,44.739,1.384,17.294,17.655,17.352,0.361,0.058,83.93351801,42.88031301,4.84502256,16,3.63325419,0.749894174,2.036,2,0.09285759,0.11239464,1.210397987,
2378,17,10.009,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,8/10/12,8/29/12,743,8.175,0.8168,Changed from Hastings UCNRS ,44.384,1.475,,,44.384,1.475,17.539,17.855,17.572,0.316,0.033,89.55696203,45.70295407,4.84115312,17,3.628392,0.749489204,2.036,2,0.09278343,0.12058125,1.299598969,
2385,18,10.007,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,8/10/12,8/29/12,743,7.961,0.7955,Changed from Hastings UCNRS ,47.266,1.827,,,47.266,1.827,17.293,17.628,17.318,0.335,0.025,92.53731343,47.19891672,4.84018576,18,3.76284626,0.777417737,2.036,2,0.09276489,0.14544747,1.567915081,
2392,19,10.009,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,8/10/12,8/29/12,743,7.765,0.7758,Changed from Hastings UCNRS ,47.258,1.684,,,47.258,1.684,16.828,17.148,16.848,0.32,0.02,93.75,47.80761468,4.84115312,19,3.6695837,0.757997859,2.036,2,0.09278343,0.1307626,1.409331386,
2399,20,10.009,Lookout - Andrews LTER ,N,11/24/09,7/29/10,8/10/12,8/29/12,743,8.53,0.8522,Changed from Hastings UCNRS ,42.844,1.649,,,42.844,1.649,17.22,17.583,17.278,0.363,0.058,84.02203857,42.92474518,4.84115312,20,3.6545932,0.754901386,2.036,2,0.09278343,0.1406597,1.516000217,
2406,21,10.009,Lookout - Andrews LTER ,P,11/24/09,7/29/10,8/10/12,8/29/12,743,7.78,0.7773,Changed from Hastings UCNRS ,48.309,1.451,,,48.309,1.451,17.288,17.634,17.308,0.346,0.02,94.21965318,48.04335319,4.84115312,21,3.7584402,0.776352267,2.036,2,0.09278343,0.1128878,1.216680608,
2413,22,10.009,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,8/10/12,8/29/12,743,8.76,0.8752,Changed from Hastings UCNRS ,38.085,1.507,,,38.085,1.507,17.09,17.581,17.226,0.491,0.136,72.30142566,37.04168081,4.84115312,22,3.336246,0.689142838,2.036,2,0.09278343,0.1320132,1.422810086,
2420,23,9.998,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,8/10/12,8/29/12,743,7.73,0.7732,Changed from Hastings UCNRS ,46.474,1.597,,,46.474,1.597,17.623,18.002,17.663,0.379,0.04,89.44591029,45.64721257,4.83583264,23,3.5924402,0.742879348,2.036,2,0.09268146,0.1234481,1.331961106,
2427,24,10.008,Lookout - Andrews LTER ,K,11/24/09,7/29/10,8/10/12,8/29/12,743,7.857,0.7851,Changed from Hastings UCNRS ,38.737,1.595,,,38.737,1.595,17.281,17.677,17.337,0.396,0.056,85.85858586,43.84658485,4.84066944,24,3.04356609,0.628749004,2.036,2,0.09277416,0.12531915,1.350798002,
2434,25,10.006,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,8/10/12,8/29/12,743,7.571,0.7566,Changed from Hastings UCNRS ,46.603,1.746,,,46.603,1.746,17.427,17.79,17.452,0.363,0.025,93.11294766,47.48785154,4.83970208,25,3.52831313,0.729035191,2.036,2,0.09275562,0.13218966,1.425139091,
2441,26,9.998,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,8/10/12,8/29/12,743,8.35,0.8352,Changed from Hastings UCNRS ,38.778,1.86,,,38.778,1.86,17.664,18.022,17.717,0.358,0.053,85.19553073,43.51376983,4.83583264,26,3.237963,0.669577142,2.036,2,0.09268146,0.15531,1.675739679,
2444,27,10.008,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,8/10/12,8/29/12,743,8.091,0.8085,Changed from Hastings UCNRS ,46.574,1.953,,,46.574,1.953,17.397,17.719,17.426,0.322,0.029,90.99378882,46.42415735,4.84066944,27,3.76830234,0.778467191,2.036,2,0.09277416,0.15801723,1.703246141,
2451,28,9.992,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,8/10/12,8/29/12,743,7.075,0.7081,Changed from Hastings UCNRS ,47.739,2.294,,,47.739,2.294,17.729,18.092,17.753,0.363,0.024,93.38842975,47.62612749,4.83293056,28,3.37753425,0.698858427,2.036,2,0.09262584,0.1623005,1.752216228,
2462,29,9.998,Lookout - Andrews LTER ,N,11/24/09,7/29/10,8/10/12,8/29/12,743,7.58,0.7582,bag torn but leaves still inside/Changed from Hastings UCNRS ,38.651,2.019,,,38.651,2.019,17.354,17.794,17.422,0.44,0.068,84.54545455,43.18746948,4.83583264,29,2.9297458,0.605841024,2.036,2,0.09268146,0.1530402,1.651249344,
2469,30,10.001,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,8/10/12,8/29/12,743,8.21,0.8209,Changed from Hastings UCNRS ,45.941,2.523,,,45.941,2.523,17.724,18.142,17.786,0.418,0.062,85.16746411,43.49968202,4.83728368,30,3.7717561,0.779726051,2.036,2,0.09270927,0.2071383,2.23427819,
2265,1,10.014,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.199,0.7189,Changed from Hastings UCNRS ,49.051,2.53,,,49.051,2.53,17.203,17.743,17.242,0.54,0.039,92.77777778,47.3196158,4.84357152,1,3.53118149,0.729044978,2.992,3,0.09282978,0.1821347,1.96202878,
2272,2,9.998,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.298,0.6299,Changed from Hastings UCNRS ,50.612,2.303,,,50.612,2.303,17.292,17.716,17.318,0.424,0.026,93.86792453,47.86680591,4.83583264,2,3.18754376,0.659150967,2.992,3,0.09268146,0.14504294,1.564961752,
2279,3,10.002,Lookout - Andrews LTER ,P,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.772,0.777,Changed from Hastings UCNRS ,42.155,1.576,,,42.155,1.576,17.199,17.576,17.255,0.377,0.056,85.14588859,43.48885237,4.83776736,3,3.2762866,0.677231118,2.992,3,0.09271854,0.12248672,1.321059628,
2286,4,10.009,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.713,0.6707,Changed from Hastings UCNRS ,,,,,47.901,1.876,,,,0,0,#DIV/0!,#DIV/0!,4.84115312,4,3.21559413,0.664220703,2.992,3,0.09278343,0.12593588,1.357310028,
2294,5,9.996,Lookout - Andrews LTER ,N,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.431,0.7434,Changed from Hastings UCNRS ,48.815,1.695,,,48.815,1.695,17.147,17.487,17.181,0.34,0.034,90,45.9253333,4.83486528,5,3.62744265,0.750267575,2.992,3,0.09266292,0.12595545,1.359286433,
2300,6,9.999,Lookout - Andrews LTER ,K,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.131,0.7132,Changed from Hastings UCNRS ,46.142,1.34,,,46.142,1.34,17.041,17.407,17.073,0.366,0.032,91.2568306,46.55618899,4.83631632,6,3.29038602,0.68034963,2.992,3,0.09269073,0.0955554,1.03090568,
2307,7,9.993,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.806,0.7811,Changed from Hastings UCNRS ,37.233,1.548,,,37.233,1.548,17.743,18.275,17.84,0.532,0.097,81.76691729,41.79280577,4.83341424,7,2.90640798,0.601315723,2.992,3,0.09263511,0.12083688,1.304439321,
2314,8,10.004,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.661,0.7658,Changed from Hastings UCNRS ,38.164,1.722,,,38.164,1.722,17.315,17.771,17.397,0.456,0.082,82.01754386,41.91860569,4.83873472,8,2.92374404,0.604237308,2.992,3,0.09273708,0.13192242,1.42254231,
2321,9,9.999,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.625,0.7626,Changed from Hastings UCNRS ,43.507,1.807,,,43.507,1.807,17.064,17.421,17.108,0.357,0.044,87.67507003,44.758354,4.83631632,9,3.31740875,0.685937091,2.992,3,0.09269073,0.13778375,1.486488994,
2328,10,10,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.65,0.765,Changed from Hastings UCNRS ,39.102,1.606,,,39.102,1.606,17.795,18.174,17.873,0.379,0.078,79.41952507,40.61455172,4.8368,10,2.991303,0.6184467,2.992,3,0.0927,0.122859,1.325339806,
2335,11,10.001,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,7/25/13,8/2/13,1092,5.996,0.5995,Changed from Hastings UCNRS ,39.675,1.549,,,39.675,1.549,17.485,18.021,17.57,0.536,0.085,84.14179104,42.98485394,4.83728368,11,2.378913,0.491786953,2.992,3,0.09270927,0.09287804,1.001820422,
2342,12,9.998,Lookout - Andrews LTER ,K,11/24/09,7/29/10,7/25/13,8/2/13,1092,5.726,0.5727,Changed from Hastings UCNRS ,48.657,1.738,,,48.657,1.738,17.951,18.342,17.988,0.391,0.037,90.5370844,46.19491836,4.83583264,12,2.78609982,0.576136527,2.992,3,0.09268146,0.09951788,1.073762541,
2350,13,10.001,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.333,0.7332,Changed from Hastings UCNRS ,50.026,1.727,,,50.026,1.727,17.198,17.583,17.228,0.385,0.03,92.20779221,47.03351627,4.83728368,13,3.66840658,0.758360853,2.992,3,0.09270927,0.12664091,1.366000509,
2356,14,10.008,Lookout - Andrews LTER ,P,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.451,0.7445,Changed from Hastings UCNRS ,49.273,1.413,,,49.273,1.413,17.404,17.835,17.449,0.431,0.045,89.55916473,45.7040597,4.84066944,14,3.67133123,0.758434608,2.992,3,0.09277416,0.10528263,1.13482709,
2363,15,10,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.234,0.7234,Changed from Hastings UCNRS ,46.59,1.725,,,46.59,1.725,17.356,17.851,17.429,0.495,0.073,85.25252525,43.54237775,4.8368,15,3.3703206,0.696807931,2.992,3,0.0927,0.1247865,1.346132686,
2370,16,10.005,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,7/25/13,8/2/13,1092,5.279,0.5276,Changed from Hastings UCNRS ,48.454,1.712,,,48.454,1.712,18.446,18.853,18.497,0.407,0.051,87.46928747,44.65506315,4.8392184,16,2.55788666,0.528574338,2.992,3,0.09274635,0.09037648,0.974447835,
2377,17,10.017,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,7/25/13,8/2/13,1092,8.826,0.8811,Changed from Hastings UCNRS ,42.008,1.423,,,42.008,1.423,17.709,18.276,17.834,0.567,0.125,77.95414462,39.87901617,4.84502256,17,3.70762608,0.765244338,2.992,3,0.09285759,0.12559398,1.352544041,
2384,18,10.006,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.216,0.6212,Changed from Hastings UCNRS ,47.853,1.855,,,47.853,1.855,17.3,17.727,17.34,0.427,0.04,90.6323185,46.24272032,4.83970208,18,2.97454248,0.614612724,2.992,3,0.09275562,0.1153068,1.243124675,
2391,19,10.004,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.964,0.6961,Changed from Hastings UCNRS ,48.711,1.735,,,48.711,1.735,,,,0,0,#DIV/0!,#DIV/0!,4.83873472,19,3.39223404,0.701058073,2.992,3,0.09273708,0.1208254,1.302881221,
2398,20,9.993,Lookout - Andrews LTER ,N,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.634,0.6639,Changed from Hastings UCNRS ,48.916,1.951,,,48.916,1.951,17.553,17.881,17.58,0.328,0.027,91.76829268,46.81291314,4.83341424,20,3.24508744,0.671386163,2.992,3,0.09263511,0.12942934,1.397195297,
2405,21,10.011,Lookout - Andrews LTER ,P,11/24/09,7/29/10,7/25/13,8/2/13,1092,8.058,0.8049,Changed from Hastings UCNRS ,42.894,1.541,,,42.894,1.541,17.24,17.712,17.372,0.472,0.132,72.03389831,36.90739767,4.84212048,21,3.45639852,0.71381919,2.992,3,0.09280197,0.12417378,1.338051121,
2412,22,10.004,Lookout - Andrews LTER ,NP,11/24/09,7/29/10,7/25/13,8/2/13,1092,8.689,0.8686,Changed from Hastings UCNRS ,34.966,1.502,,,34.966,1.502,17.455,17.901,17.58,0.446,0.125,71.97309417,36.87687754,4.83873472,22,3.03819574,0.627890537,2.992,3,0.09273708,0.13050878,1.407298785,
2419,23,10,Lookout - Andrews LTER ,Control,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.855,0.7855,Changed from Hastings UCNRS ,52.731,1.819,,,52.731,1.819,17.192,17.701,17.247,0.509,0.055,89.19449902,45.52101877,4.8368,23,4.14202005,0.856355452,2.992,3,0.0927,0.14288245,1.541342503,
2426,24,10.013,Lookout - Andrews LTER ,K,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.564,0.6555,Changed from Hastings UCNRS ,47.222,1.677,,,47.222,1.677,17.192,17.701,17.247,0.509,0.055,89.19449902,45.52101877,4.84308784,24,3.09965208,0.640015664,2.992,3,0.09282051,0.11007828,1.185926257,
2433,25,10.015,Lookout - Andrews LTER ,NPK,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.957,0.6947,Changed from Hastings UCNRS ,46.574,1.722,,,46.574,1.722,16.976,17.475,17.032,0.499,0.056,88.77755511,45.31173723,4.8440552,25,3.24015318,0.668892704,2.992,3,0.09283905,0.11979954,1.290400322,
2440,26,10.011,Lookout - Andrews LTER ,Fence,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.224,0.7216,Changed from Hastings UCNRS ,48.165,1.699,,,48.165,1.699,17.351,17.875,17.405,0.524,0.054,89.69465649,45.77206866,4.84212048,26,3.4794396,0.718577659,2.992,3,0.09280197,0.12273576,1.322555545,
2445,27,10.014,Lookout - Andrews LTER ,PK,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.684,0.7673,Changed from Hastings UCNRS ,47.929,1.907,,,47.929,1.907,17.213,17.75,17.293,0.537,0.08,85.10242086,43.4670341,4.84357152,27,3.68286436,0.760361305,2.992,3,0.09282978,0.14653388,1.578522323,
2452,28,10.003,Lookout - Andrews LTER ,NPK+Fence,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.925,0.6923,Changed from Hastings UCNRS ,47.949,1.897,,,47.949,1.897,17.523,17.979,17.575,0.456,0.052,88.59649123,45.22085372,4.83825104,28,3.32046825,0.686295156,2.992,3,0.09272781,0.13136725,1.416697429,
2461,29,10.004,Lookout - Andrews LTER ,N,11/24/09,7/29/10,7/25/13,8/2/13,1092,7.989,0.7986,Changed from Hastings UCNRS ,45.098,2.072,,,45.098,2.072,17.296,17.689,17.359,0.393,0.063,83.96946565,42.89835664,4.83873472,29,3.60287922,0.744591185,2.992,3,0.09273708,0.16553208,1.784961096,
2468,30,10.008,Lookout - Andrews LTER ,NK,11/24/09,7/29/10,7/25/13,8/2/13,1092,6.571,0.6566,Changed from Hastings UCNRS ,48.351,2.949,,,48.351,2.949,17.455,17.86,17.495,0.405,0.04,90.12345679,45.98730141,4.84066944,30,3.17714421,0.656343973,2.992,3,0.09277416,0.19377879,2.088715112,
